"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","category","subcategory","network"
"GO:0150063","visual system development","7/86","265/18842",0.0264150943396226,5.78736287845546,5.31450209650492,0.000209748887081989,0.0216565725912153,0.0188222027618311,"8842/6657/3975/1826/1365/5087/3624",7,"GO_BP",NA,"blue_hpv_neg"
"GO:0048880","sensory system development","7/86","271/18842",0.025830258302583,5.65922938299151,5.23133077245553,0.000240437493692459,0.022759490710542,0.0197807731165919,"8842/6657/3975/1826/1365/5087/3624",7,"GO_BP",NA,"blue_hpv_neg"
"GO:0001894","tissue homeostasis","6/86","194/18842",0.0309278350515464,6.77607288420043,5.47581147757261,0.000261761697034079,0.022759490710542,0.0197807731165919,"8842/216/27134/4585/1365/286676",6,"GO_BP",NA,"blue_hpv_neg"
"GO:0060249","anatomical structure homeostasis","6/86","194/18842",0.0309278350515464,6.77607288420043,5.47581147757261,0.000261761697034079,0.022759490710542,0.0197807731165919,"8842/216/27134/4585/1365/286676",6,"GO_BP",NA,"blue_hpv_neg"
"GO:0010817","regulation of hormone levels","9/86","487/18842",0.0184804928131417,4.04894704168855,4.61602609806414,0.000376983566670014,0.0301688530374466,0.0262204126055035,"54097/83539/216/51085/131/131177/1056/286676/3624",9,"GO_BP",NA,"blue_hpv_neg"
"GO:0006805","xenobiotic metabolic process","5/86","135/18842",0.037037037037037,8.114556416882,5.61750835573167,0.000383502369120084,0.0301688530374466,0.0262204126055035,"66002/1571/2938/6579/10057",5,"GO_BP",NA,"blue_hpv_neg"
"GO:0006631","fatty acid metabolic process","8/86","390/18842",0.0205128205128205,4.49421586165772,4.72162400066229,0.000407434073437011,0.0305945949689974,0.0265904342664155,"634/66002/1571/2938/51085/131/857/4051",8,"GO_BP",NA,"blue_hpv_neg"
"GO:0006766","vitamin metabolic process","3/86","38/18842",0.0789473684210526,17.296817625459,6.80927024776949,0.000690027749738581,0.0495619931551363,0.0430754165054199,"66002/1594/4051",3,"GO_BP",NA,"blue_hpv_neg"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","6/29","200/4384",0.03,4.5351724137931,4.17561466439209,0.0016459358973387,0.0411483974334675,0.032918717946774,"ITGA5/SERPINE1/LAMA3/TGFBI/INHBA/VEGFC",6,"MSigDB_H",NA,"blue_hpv_neg"
"GO:0006805","xenobiotic metabolic process","9/158","135/18842",0.0666666666666667,7.95021097046414,7.45260987595827,2.07204674737579e-06,0.00269161725608851,0.000342457720064655,"1557/13/66002/1564/1571/6579/218/10057/1572",9,"GO_BP",NA,"blue_hpv_pos"
"GO:0071466","cellular response to xenobiotic stimulus","10/158","179/18842",0.0558659217877095,6.66218796407609,6.99947809402395,2.76772982631209e-06,0.00269161725608851,0.000342457720064655,"1557/13/66002/1564/1571/6579/218/10057/5972/1572",10,"GO_BP",NA,"blue_hpv_pos"
"GO:0001676","long-chain fatty acid metabolic process","8/158","111/18842",0.0720720720720721,8.59482267077204,7.37979392271454,4.35080760941592e-06,0.00282077360010465,0.00035889043797936,"1557/66002/1564/1571/10998/219970/4051/1572",8,"GO_BP",NA,"blue_hpv_pos"
"GO:0001704","formation of primary germ layer","7/158","90/18842",0.0777777777777778,9.27524613220816,7.23642335224459,1.06423451292599e-05,0.00390740559995505,0.000497143942030245,"6657/3678/3675/3909/3975/2139/3624",7,"GO_BP",NA,"blue_hpv_pos"
"GO:0019369","arachidonate metabolic process","6/158","60/18842",0.1,11.9253164556962,7.79442928673242,1.08893121244654e-05,0.00390740559995505,0.000497143942030245,"1557/66002/1564/1571/4051/1572",6,"GO_BP",NA,"blue_hpv_pos"
"GO:0019373","epoxygenase P450 pathway","4/158","18/18842",0.222222222222222,26.5007032348804,9.95355089831473,1.32901741465669e-05,0.00390740559995505,0.000497143942030245,"1557/66002/1571/1572",4,"GO_BP",NA,"blue_hpv_pos"
"GO:0009410","response to xenobiotic stimulus","13/158","368/18842",0.0353260869565217,4.21274766097964,5.7235521564044,1.4062642262049e-05,0.00390740559995505,0.000497143942030245,"1557/7356/13/66002/1564/1571/6579/7424/10512/218/10057/5972/1572",13,"GO_BP",NA,"blue_hpv_pos"
"GO:0001706","endoderm formation","5/158","51/18842",0.0980392156862745,11.6914867212708,7.03062334078354,6.69599332078694e-05,0.0162796337611632,0.00207127750006973,"6657/3678/3909/3975/3624",5,"GO_BP",NA,"blue_hpv_pos"
"GO:0120254","olefinic compound metabolic process","8/158","165/18842",0.0484848484848485,5.78197161488301,5.67336853279377,7.71939116852967e-05,0.0166824620253224,0.00212252982749834,"1557/66002/1564/1056/1571/131/4051/1572",8,"GO_BP",NA,"blue_hpv_pos"
"GO:0007369","gastrulation","7/158","127/18842",0.0551181102362205,6.57300907006877,5.79485113240648,9.82848873987198e-05,0.019116410599051,0.00243220404935446,"6657/3678/3675/3909/3975/2139/3624",7,"GO_BP",NA,"blue_hpv_pos"
"GO:0007492","endoderm development","5/158","57/18842",0.087719298245614,10.4608039085054,6.57817553428888,0.000114623191702052,0.0202674643509538,0.00257865401086249,"6657/3678/3909/3975/3624",5,"GO_BP",NA,"blue_hpv_pos"
"GO:1903251","multi-ciliated epithelial cell differentiation","3/158","13/18842",0.230769230769231,27.5199610516066,8.79582376779949,0.000155560289541988,0.0252137302632639,0.00320797340734489,"2302/124093/10406",3,"GO_BP",NA,"blue_hpv_pos"
"GO:0048598","embryonic morphogenesis","11/158","354/18842",0.0310734463276836,3.70560680826718,4.72570858344128,0.000202767812804725,0.0282753876063286,0.00359751177538494,"6657/5357/3678/3675/3909/388591/3975/161497/2304/2139/3624",11,"GO_BP",NA,"blue_hpv_pos"
"GO:0035036","sperm-egg recognition","4/158","35/18842",0.114285714285714,13.6289330922242,6.87680185915586,0.000203524640868175,0.0282753876063286,0.00359751177538494,"149095/171169/5047/127579",4,"GO_BP",NA,"blue_hpv_pos"
"hsa00980","Metabolism of xenobiotics by cytochrome P450","6/73","79/9424",0.0759493670886076,9.80475117045258,6.94333271999058,3.11890334649642e-05,0.0058323492579483,0.00548270377752528,"1564/1571/131/218/246181/1572",6,"KEGG","Xenobiotics biodegradation and metabolism","blue_hpv_pos"
"hsa00982","Drug metabolism - cytochrome P450","5/73","73/9424",0.0684931506849315,8.84218427472321,5.94287289521102,0.000242184235051894,0.0226442259773521,0.0212867196071928,"1557/1564/1571/131/218",5,"KEGG","Xenobiotics biodegradation and metabolism","blue_hpv_pos"
"GO:0002449","lymphocyte mediated immunity","118/580","339/18842",0.348082595870207,11.3078832265283,34.1302969611766,4.28562549012364e-93,1.24754558017499e-89,1.24754558017499e-89,"972/3071/50943/6504/3503/3635/28464/59067/3542/2208/3581/28409/201633/28424/28466/3805/3002/28445/914/28385/28400/102723169/114836/1439/5133/925/100423062/28434/3561/3824/28834/28454/28432/30009/939/28420/51311/10859/3538/3560/7133/28455/28386/3495/3539/28394/151888/3502/3594/3501/9437/28396/2209/28395/5788/102723168/1378/3902/3494/3543/28439/28378/7409/28388/28414/28448/28426/28429/28401/28408/3493/28467/1380/924/714/2529/10538/57823/10666/7305/28410/4818/3123/102723170/28412/28452/7454/28423/259307/28392/3500/259197/56253/28444/28449/959/28457/11006/3122/2213/2207/28450/5551/28473/441168/28442/28468/28461/84174/50615/28391/3820/3514/84868/2214/930/729230/116449",118,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0002443","leukocyte mediated immunity","125/580","429/18842",0.291375291375291,9.46567800016076,31.6096667700041,5.5231811101862e-88,8.03899010587601e-85,8.03899010587601e-85,"3689/972/3071/50943/6504/3503/3635/28464/59067/3542/2208/3581/28409/201633/28424/28466/3805/3002/28445/914/28385/28400/102723169/114836/1439/5133/925/1524/100423062/28434/3561/3824/28834/28454/28432/284021/30009/939/28420/51311/10859/3538/3560/7133/28455/28386/3495/5294/3539/28394/151888/3502/3594/3501/9437/28396/2209/28395/5788/102723168/1378/3902/8832/3494/3543/28439/28378/7409/28388/28414/26228/28448/28426/28429/28401/28408/3493/28467/1380/924/714/2529/10538/57823/10666/7305/28410/4818/3123/102723170/28412/28452/7454/28423/259307/28392/3500/259197/56253/28444/28449/959/28457/11006/3122/2213/2207/28450/5551/28473/441168/28442/28468/388325/28461/84174/50615/28391/3820/3514/84868/2214/930/729230/116449",125,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","112/580","377/18842",0.297082228116711,9.65107472788804,30.2383357515612,1.59519999368263e-79,1.54787572720337e-76,1.54787572720337e-76,"972/3071/50943/6504/3503/28464/59067/3542/2208/3581/28409/28424/28466/28445/28385/28400/102723169/114836/1439/5133/925/100423062/28434/3561/3824/28834/28454/28432/30009/939/28420/51311/10859/3538/3560/7133/28455/28386/3495/3539/28394/151888/3502/920/7099/4063/3594/3662/3501/28396/2209/28395/5788/102723168/1378/3902/3494/6693/3543/28439/28378/28388/28414/28448/28426/28429/28401/28408/3493/28467/1380/924/969/714/2529/10538/10666/8807/28410/3123/102723170/28412/28452/7454/28423/259307/28392/3500/28444/28449/959/28457/11006/6363/3122/2213/2207/28450/5551/28473/28442/28468/28461/84174/50615/28391/3514/84868/2214/930/729230/10563",112,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0019724","B cell mediated immunity","79/580","177/18842",0.446327683615819,14.4994934736022,32.1574728503825,5.0881053691449e-72,3.7028686823952e-69,3.7028686823952e-69,"972/3503/28464/59067/3542/2208/3581/28409/28424/28466/28445/28385/28400/102723169/1439/100423062/28434/3561/28834/28454/28432/939/28420/51311/3538/3560/28455/28386/3495/3539/28394/3502/3501/28396/2209/28395/102723168/1378/3494/3543/28439/28378/28388/28414/28448/28426/28429/28401/28408/3493/28467/1380/714/10538/10666/28410/102723170/28412/28452/28423/28392/3500/28444/28449/959/28457/2213/2207/28450/28473/28442/28468/28461/84174/50615/28391/3514/2214/930",79,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0016064","immunoglobulin mediated immune response","77/580","172/18842",0.447674418604651,14.5432437850842,31.7984947986345,2.61118058996666e-70,1.52022933947859e-67,1.52022933947859e-67,"972/3503/28464/59067/3542/3581/28409/28424/28466/28445/28385/28400/102723169/1439/100423062/28434/3561/28834/28454/28432/939/28420/51311/3538/3560/28455/28386/3495/3539/28394/3502/3501/28396/2209/28395/102723168/1378/3494/3543/28439/28378/28388/28414/28448/28426/28429/28401/28408/3493/28467/1380/714/10538/10666/28410/102723170/28412/28452/28423/28392/3500/28444/28449/959/28457/2213/2207/28450/28473/28442/28468/28461/50615/28391/3514/2214/930",77,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","94/580","392/18842",0.239795918367347,7.79005981703026,24.2108619189704,3.97683438666133e-57,1.92942748326185e-54,1.92942748326185e-54,"3071/3503/257101/3635/3812/6966/53347/3542/2208/84106/3805/28639/933/5133/925/3824/28755/28834/2359/150372/945/10859/926/3495/3539/919/921/54900/151888/11024/3502/28638/920/7099/3501/9437/4068/7294/2209/115352/5788/1378/387357/3902/940/3494/931/719/974/1236/3903/7409/26228/1493/26191/640/3493/1380/1240/131450/8631/915/10666/7305/596/3123/23547/3500/259197/917/916/7535/973/11006/2213/2207/3702/6967/28526/3115/5063/388325/3458/84174/50852/9840/5579/3514/2214/930/7805/3937/3507/4332",94,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0050851","antigen receptor-mediated signaling pathway","67/580","206/18842",0.325242718446602,10.5659022430532,24.6022597812336,3.93458662960277e-50,1.63622595411052e-47,1.63622595411052e-47,"3071/3503/257101/3635/6966/53347/3542/84106/28639/933/5133/925/28755/28834/150372/926/3495/3539/919/921/54900/3502/28638/920/3501/4068/7294/115352/5788/387357/3902/940/3494/931/974/1236/26228/1493/26191/640/3493/8631/915/10666/596/3123/3500/917/916/7535/973/11006/2213/3702/6967/28526/3115/84174/50852/9840/5579/3514/930/7805/3937/3507/4332",67,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0002429","immune response-activating cell surface receptor signaling pathway","81/580","336/18842",0.241071428571429,7.83149630541872,22.5175429567472,2.59631337618111e-49,9.44733529757903e-47,9.44733529757903e-47,"3071/3503/257101/3635/6966/53347/3542/2208/84106/28639/933/5133/925/3824/28755/28834/2359/150372/926/3495/3539/919/921/54900/3502/28638/920/7099/3501/4068/7294/115352/5788/1378/387357/3902/940/3494/931/719/974/1236/7409/26228/1493/26191/640/3493/1380/1240/8631/915/10666/7305/596/3123/3500/259197/917/916/7535/973/11006/2213/3702/6967/28526/3115/5063/388325/3458/84174/50852/9840/5579/3514/930/7805/3937/3507/4332",81,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0051249","regulation of lymphocyte activation","85/580","453/18842",0.187637969094923,6.09564588566644,19.5641546283338,1.48836232673464e-42,4.81402525902726e-40,4.81402525902726e-40,"972/3071/923/50943/6504/257101/3127/3635/6869/59067/201633/3659/914/933/54440/23495/5133/3561/3824/9750/150372/30009/939/6347/10859/27240/7133/921/54900/151888/8477/920/3594/3662/115352/5788/1378/3902/940/51237/11326/6693/1236/3111/3113/7409/3108/22806/1493/26191/969/3117/10538/7305/596/3123/56833/259307/3109/56253/916/959/7535/11006/6363/3122/2213/160365/26279/55423/399/3115/7412/10673/9840/944/84868/2214/930/7805/64926/729230/29851/4332/116449",85,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0070661","leukocyte proliferation","66/580","261/18842",0.252873563218391,8.2149028933809,20.9174146007748,1.35472191259511e-41,3.94359548756437e-39,3.94359548756437e-39,"972/3071/923/50943/6504/6869/2322/59067/3659/933/3385/54440/1439/23495/3561/9750/10859/3560/7133/5294/151888/920/3594/115352/5788/1378/940/51237/11326/6693/931/3113/7409/22806/3568/1493/26191/1380/7305/596/3123/4064/259307/3109/56253/1436/916/959/973/11006/6363/2213/160365/26279/3115/7412/10673/202309/944/84868/2214/930/7805/64926/729230/4332",66,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0046651","lymphocyte proliferation","61/580","227/18842",0.268722466960352,8.72977365942579,20.8804564368998,3.66154968907957e-40,9.68979194991874e-38,9.68979194991874e-38,"972/3071/923/50943/6504/6869/2322/59067/3659/933/3385/54440/23495/9750/10859/7133/5294/151888/920/3594/115352/5788/1378/940/51237/11326/6693/931/3113/7409/22806/1493/26191/1380/7305/596/3123/4064/259307/3109/56253/916/959/973/11006/6363/2213/160365/26279/3115/7412/10673/202309/944/84868/2214/930/7805/64926/729230/4332",61,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0032943","mononuclear cell proliferation","61/580","230/18842",0.265217391304348,8.61590704647676,20.7100350159917,8.532261599592e-40,2.06978445970103e-37,2.06978445970103e-37,"972/3071/923/50943/6504/6869/2322/59067/3659/933/3385/54440/23495/9750/10859/7133/5294/151888/920/3594/115352/5788/1378/940/51237/11326/6693/931/3113/7409/22806/1493/26191/1380/7305/596/3123/4064/259307/3109/56253/916/959/973/11006/6363/2213/160365/26279/3115/7412/10673/202309/944/84868/2214/930/7805/64926/729230/4332",61,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0030098","lymphocyte differentiation","69/580","356/18842",0.193820224719101,6.29648392096087,17.9797225267861,1.7987525806999e-35,4.02782212493647e-33,4.02782212493647e-33,"972/3071/50943/6504/257101/3635/2322/59067/3659/914/8320/114836/925/3561/10320/150372/30009/939/8477/920/4063/3594/3662/115352/5788/1378/387357/3902/940/6693/6689/931/974/1236/22806/1493/26191/1380/969/10538/915/8807/3123/56833/5450/259307/56253/171558/917/916/7535/973/11006/6363/3122/2213/3702/399/7412/10673/3676/9840/944/930/7805/729230/29851/3394/3507",69,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0070663","regulation of leukocyte proliferation","56/580","224/18842",0.25,8.12155172413793,19.1083827341069,4.44129122334535e-35,9.23471339368451e-33,9.23471339368451e-33,"972/3071/923/50943/6504/6869/59067/3659/933/54440/1439/23495/3561/9750/10859/3560/7133/151888/920/3594/115352/5788/1378/940/51237/11326/6693/3113/22806/3568/1493/26191/7305/596/3123/259307/3109/56253/1436/916/959/11006/6363/2213/160365/26279/3115/7412/10673/944/84868/2214/7805/64926/729230/4332",56,"GO_BP",NA,"turquoise_hpv_neg"
"GO:1903131","mononuclear cell differentiation","74/580","439/18842",0.168564920273349,5.47603487550075,16.9111527033783,9.10149449890982e-34,1.76629669908843e-31,1.76629669908843e-31,"972/3071/50943/6504/257101/3635/2322/59067/3659/914/8320/114836/925/3561/10320/150372/30009/939/10859/8477/920/4063/3594/3662/115352/5788/1378/387357/3902/940/6693/6689/931/974/1236/22806/1493/26191/1380/969/714/10538/915/55365/8807/3123/56833/5450/259307/56253/171558/917/1436/916/7535/973/11006/6363/3122/2213/3702/399/3458/7412/10673/3676/9840/944/930/7805/729230/29851/3394/3507",74,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0007159","leukocyte cell-cell adhesion","70/580","402/18842",0.174129353233831,5.65680219591697,16.8194643849871,7.0719368110765e-33,1.28665050356523e-30,1.28665050356523e-30,"3689/3071/923/50943/6504/3127/83706/59067/201633/6403/3659/3385/5133/1524/3561/9750/30009/939/6347/10859/921/54900/151888/8477/920/3594/5788/1378/3902/940/11326/6693/3683/1236/3111/3113/7409/3108/1493/26191/969/2529/3117/8631/3123/3695/259307/3109/56253/916/959/7535/11006/6363/3122/160365/26279/55423/399/3115/7412/3676/9840/84868/6401/7805/64926/729230/29851/6402",70,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0050670","regulation of lymphocyte proliferation","51/580","198/18842",0.257575757575758,8.36765935214211,18.5730996198665,1.05964671118396e-32,1.81448916250382e-30,1.81448916250382e-30,"972/3071/923/50943/6504/6869/59067/3659/933/54440/23495/9750/10859/7133/151888/920/3594/115352/5788/1378/940/51237/11326/6693/3113/22806/1493/26191/7305/596/3123/259307/3109/56253/916/959/11006/6363/2213/160365/26279/3115/7412/10673/944/84868/2214/7805/64926/729230/4332",51,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0050863","regulation of T cell activation","65/580","346/18842",0.187861271676301,6.10290013952561,17.0729281610843,1.37709009681503e-32,2.22706070657142e-30,2.22706070657142e-30,"3071/923/50943/6504/257101/3127/59067/201633/3659/914/5133/3561/9750/30009/939/6347/10859/27240/7133/921/54900/151888/8477/920/3594/3662/5788/1378/3902/940/11326/6693/1236/3111/3113/7409/3108/1493/26191/969/3117/10538/3123/259307/3109/56253/916/959/7535/11006/6363/3122/160365/26279/55423/399/3115/7412/9840/944/84868/7805/64926/729230/29851",65,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0032944","regulation of mononuclear cell proliferation","51/580","200/18842",0.255,8.28398275862069,18.4556547607694,1.80770594858988e-32,2.76959579807639e-30,2.76959579807639e-30,"972/3071/923/50943/6504/6869/59067/3659/933/54440/23495/9750/10859/7133/151888/920/3594/115352/5788/1378/940/51237/11326/6693/3113/22806/1493/26191/7305/596/3123/259307/3109/56253/916/959/11006/6363/2213/160365/26279/3115/7412/10673/944/84868/2214/7805/64926/729230/4332",51,"GO_BP",NA,"turquoise_hpv_neg"
"GO:1903037","regulation of leukocyte cell-cell adhesion","64/580","359/18842",0.178272980501393,5.79141292863318,16.3348968082051,1.04158196235201e-30,1.51602254620335e-28,1.51602254620335e-28,"3689/3071/923/50943/6504/3127/59067/201633/6403/3659/5133/3561/9750/30009/939/6347/10859/921/54900/151888/8477/920/3594/5788/1378/3902/940/11326/6693/1236/3111/3113/7409/3108/1493/26191/969/2529/3117/8631/3123/259307/3109/56253/916/959/7535/11006/6363/3122/160365/26279/55423/399/3115/7412/3676/9840/84868/6401/7805/64926/729230/29851",64,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0050853","B cell receptor signaling pathway","31/580","74/18842",0.418918918918919,13.6090866728798,19.3678893295947,1.20540075737029e-27,1.67091504985948e-25,1.67091504985948e-25,"3071/3503/3542/933/28834/150372/3495/3539/921/3502/3501/115352/5788/3494/931/974/26228/1493/26191/640/3493/596/3500/973/2213/3702/5579/3514/930/3507/4332",31,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0022407","regulation of cell-cell adhesion","67/580","472/18842",0.141949152542373,4.61138953828171,14.1606294710152,4.50557743025233e-26,5.96169813612024e-24,5.96169813612024e-24,"3689/3071/923/50943/6504/3127/83706/59067/201633/6403/3659/10272/5133/3561/9750/30009/939/6347/10859/921/54900/151888/8477/920/3594/5788/1378/3902/940/11326/6693/1236/3111/3113/7409/3108/1493/26191/969/2529/3117/8631/3123/259307/3109/56253/916/959/7535/11006/6363/3122/160365/26279/55423/399/3115/7412/3676/9840/84868/6401/7805/64926/729230/29851/10563",67,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0050852","T cell receptor signaling pathway","39/580","145/18842",0.268965517241379,8.7376694411415,16.6686340436616,5.22301272606708e-26,6.61051741112229e-24,6.61051741112229e-24,"257101/3635/6966/53347/84106/28639/5133/925/28755/926/919/28638/920/4068/7294/5788/387357/3902/940/1236/1493/26191/8631/915/10666/3123/917/916/7535/11006/3702/6967/28526/3115/84174/50852/9840/7805/3937",39,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0050867","positive regulation of cell activation","57/580","345/18842",0.165217391304348,5.36728635682159,14.5902378068418,1.15203373555959e-25,1.39732091842249e-23,1.39732091842249e-23,"972/3071/923/50943/6504/3127/3635/6869/59067/6403/5341/914/54440/3561/939/6347/921/8477/3603/920/7099/3594/115352/5788/1378/940/1236/3111/3113/7409/3108/26228/3117/10666/7305/596/3123/259307/3109/916/959/7535/11006/6363/3122/160365/55423/399/3115/7412/10673/9840/84868/2214/64926/729230/29851",57,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0002696","positive regulation of leukocyte activation","55/580","325/18842",0.169230769230769,5.49766578249337,14.5758989834968,2.53687320219863e-25,2.95393515664008e-23,2.95393515664008e-23,"972/3071/923/50943/6504/3127/3635/6869/59067/914/54440/3561/939/6347/921/8477/3603/920/7099/3594/115352/5788/1378/940/1236/3111/3113/7409/3108/26228/3117/10666/7305/596/3123/259307/3109/916/959/7535/11006/6363/3122/160365/55423/399/3115/7412/10673/9840/84868/2214/64926/729230/29851",55,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0042113","B cell activation","47/580","238/18842",0.197478991596639,6.4153433787308,14.9831495816436,9.32413331813246e-25,1.0439443111186e-22,1.0439443111186e-22,"115350/972/3071/3635/2322/59067/933/643/54440/23495/150372/939/83416/54900/151888/115352/5788/1378/51237/6689/931/974/7409/22806/1493/1380/10538/7305/596/4064/56833/5450/259307/959/7535/973/2213/7412/10673/3676/202309/5579/930/7805/3394/3507/4332",47,"GO_BP",NA,"turquoise_hpv_neg"
"GO:0002697","regulation of immune effector process","56/580","347/18842",0.161383285302594,5.24273079598529,14.2159159893012,1.05223293730676e-24,1.13446299277777e-22,1.13446299277777e-22,"3689/972/3071/50943/6504/3635/59067/201633/3805/933/114836/54440/5133/1524/3824/30009/10859/7133/151888/653361/3594/9437/115352/5788/1378/3902/8832/51237/11326/26228/51744/1380/924/969/2529/10538/10666/7305/3123/7454/56833/259307/3109/259197/56253/11006/6363/3122/2213/441168/388325/3820/84868/7805/729230/116449",56,"GO_BP",NA,"turquoise_hpv_neg"
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","47/580","250/18842",0.188,6.10740689655172,14.4876921784394,8.60096387466812e-24,8.94193065684246e-22,8.94193065684246e-22,"3689/3071/923/50943/6504/3127/59067/6403/3561/939/6347/921/8477/920/3594/5788/1378/940/1236/3111/3113/7409/3108/2529/3117/8631/3123/259307/3109/916/959/7535/11006/6363/3122/160365/55423/399/3115/7412/3676/9840/84868/6401/64926/729230/29851",47,"GO_BP",NA,"turquoise_hpv_neg"
